	caption
653	A child getting out of the car wearing soccer shoes .
654	A young boy gets out of the van and prepares his shoes for wear during a soccer game .
655	A bridge through high green plants , a man and a woman on it .
656	A man and a woman are crossing over a rope bridge with greenery all over them .
657	A man and a woman are walking across a rope bridge .
658	A man and a woman crossing a suspension bridge in a tropical setting .
659	Woman and man walking across wooden rope bridge with a caution sign beside it .
660	A family gathered at a painted van
661	A girl climbing down from the side of a bright blue truck while others watch .
662	A man is helping a girl step down from a colorful truck whilst a woman and three children watch .
663	A very colorful bus is pulled off to the side of the road as its passengers load .
664	Two women and four children standing next to a brightly painted truck .
665	A blond woman poses with a person in a pink costume .
666	A smiling woman holds a person dressed in a pig costume .
667	A young woman hugs a young man who 's wearing a pink costume .
668	Blond embracing young man in pink costume , at event
669	Two people are hugging and one is wearing a pink-hooded stretch top .
670	A bicyclist riding on a city street .
671	A woman in a blue helmet and brown shorts rides her bike on a busy street .
672	A woman is riding a blue bike .
673	A woman is riding her bicycle in traffic
674	A woman wearing a blue helmet rides her bicycle in a parking lot .
675	A bicycle rider is crossing a street .
676	A bicyclist getting ready to cross a street .
677	A biker in spandex riding on a busy street .
678	A man in blue and white biking gear rides down a busy street .
679	a man wearing a helmet riding his bicycle down the street .
680	A lady wearing a helmet holding a bike .
681	A woman in a blue vest and a sky blue helmet stands with her bicycle in traffic .
682	A woman in a helmet rides her bike behind a car .
683	A woman with a helmet and a backpack walks next to her bike .
684	Women with bike and helmet wait for traffic .
685	A man in shorts is jogging along a street with a headset .
686	A person in blue shorts and wearing a Walkman jogs .
687	A woman in a white shirt and blue shorts is wearing headphones .
688	A woman walks on a street wearing headphones .
689	A woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .
690	Bicyclists are standing at an intersection .
691	Bicyclists waiting at an intersection .
692	People on bicycles waiting at an intersection .
693	People waiting at a light on bikes .
694	three bikers stop in town .
695	A man without a shirt on is guiding a large brown horse pulling a green and yellow wagon .
696	A shirtless man escorts a horse pulling a carriage along a paved road .
697	A shirtless man leading a horse that is pulling a carriage .
698	Shirtless man leading a small horse-drawn covered wagon down a road
699	The shirtless man is walking the Shetland pony and carriage down the street .
700	A boy hits a ball off of a tee ball into to net .
701	A child practices hitting a baseball into a net , while two adult men watch .
702	A man holds a net while a boys bats a ball into it .
703	The man is holding the net for the boy playing baseball .
704	Three people put up a batting cage .
705	A small girl spins in the waves in the bright sun .
706	A young girl plays in shallow water .
707	A young girl wears a shirt and shorts as she plays in the ocean 's surf .
708	Girl running through the water near the shore .
709	The little girl splashes through the water .
710	A girl playing trumpet in a marching band .
711	A teenager plays her trumpet on the field at a game .
712	a young girl wearing a blue shirt marching in a band playing a trumpet
713	Girl playing the trumpet in a marching band
714	Girl wearing blue shirt and black shorts plays trumped outside .
715	A girl hands out Starbucks samples at a street fair .
716	An Asian girl in a green hat and apron is serving drinks on a tray .
717	a Starbucks barista offering up a tray of drinks
718	The waitress offers complimentary tea to the patrons .
719	Woman dressed in a green hat and apron is holding a try full of drink samples .
720	Three men are setting up a sledge on a snowy plain .
721	Three men loading items on a sled .
722	Three people and a sled .
723	Three people are standing in the snow preparing an ice fishing boat .
724	Three people in the snow put their gear in order .
725	A child jumping into a lake in a wooded area while another child plays on the shore .
726	A child jumps into the water with his sneakers on .
727	A kid jumping into a pool of water .
728	Little boy in sneakers jumping into water .
729	The man takes a leap into the water with his shoes on .
730	A elderly man in a straw hat is sitting on a bench .
731	a elderly man sits alone on a park bench .
732	An old man in a straw hat sits on a park bench .
733	The old man in the brown hat is sitting on the bench .
734	White haired man in gray sweater and a straw hat sitting on a bench under a tree .
735	Three girls are walking across a bridge covered with wood and surrounded by trees .
736	Three girls walking along an arched garden pathway .
737	Three girls walk under an arbor on a path surrounded by trees .
738	Three women walking through a tunnel in a park .
739	Three women walk through a plant covered atrium hallway .
740	A girl dressed in a red top , a red cap , and light colored shorts , sits on a rock outside .
741	A little girl in a red hat and yellow flip flops sits on a rock .
742	A little girl with a red hood and shirt is sitting with legs sprawled on a rock , her mouth open .
743	A young girl wearing yellow flip-flops is sitting on a large boulder .
744	The little girl sits on top of a rock .
745	A man eats near a tent in the snow .
746	A man sitting near a tent in the snow and ice .
