	caption
658	a man  leaning against a concrete wall with his arm resting on top  look over a balcony 
659	a boy swim in the pool 
660	a brown dog is shaking his head while standing on sand 
661	a surfer catching a large wave in the ocean 
662	a large group of people all driving jeep down a two lane path 
663	people stand inside a rock dome 
664	a man kick a soccer ball on a field 
665	two dog on their hind leg interlocking their front leg 
666	the young man is performing a bicycle trick high in the air 
667	two boy race on ice skate while others watch 
668	a woman sits on the edge of a sidewalk with a garbage bin beside her
669	a black and a tan dog 
670	the dog is carrying a pink ball in it mouth 
671	a boy in a red shirt walk down the street through heavy rain 
672	three young people pose by a snowman in a red tie 
673	four brother and one sister posing for a picture  smiling 
674	a father feeding his child on the street 
675	a man is posing dressed in a batman costume 
676	one man is climbing a rock wall  while another man  below  hold a rope 
677	a black dog and it reflection are seen near a pond ringed by dry foliage 
678	a group of child play in the muddy water near the wood 
679	a girl sits with excavating tool examining a rock 
680	four child in colorful indian clothes are looking through red shutter on a blue building 
681	a civil war reenactment with cannon team firing cannon 
682	a man wearing a gray shirt jump through the air with mountain in the background 
683	two dog play with purple football 
684	a dog playing in the snow with a white ball 
685	a dog jumping high to clear the bar 
686	a boy go down a blue slide with his eye closed 
687	a big dog shake itself dry while standing in a creek 
688	a pair showing off matching musical note tattoo
689	the girl in the salmon colored bikini is standing next to two young people  one is wearing a black outfit and the other is drinking pop 
690	a child in a blue and white striped shirt cross his arm and smile while standing on red carpeted stair 
691	a girl jumping in the grass 
692	a white dog is running with a brown ball in it mouth 
693	two kid are playing a game of foosball 
694	a black dog is looking at the ball on the beach by the ocean 
695	four men in a rodeo with a bull bucking
696	two woman hold a promotional poster from a movie 
697	two dog run through a field 
698	a man wearing a sponsor covered motorcycling suit sits on a motorbike raising his hand 
699	a little boy is sitting on a blue toilet with his pant pulled down 
700	a little girl in a green dress with blue dot is carrying a box with a handle 
701	a woman in red and white pose in a parade
702	many people at a gathering 
703	the dog carrying a long stick in it mouth 
704	two girl wearing goth trendy clothing while one look back at the camera 
705	dog lie in snow 
706	the man in a blue sweater is climbing down the rock
707	a toddler wearing a pacifier is sleeping on a red blanket with a teddy bear at his side 
708	a black and a yellow dog
709	a woman is climbing a volleyball net on a beach a two others watch 
710	three woman on the beach 
711	a shoe shiner wait for customer 
712	a laughing girl holding a bucket splash in the ocean
713	a man dressed in a brown coat and bomber hat is carrying shopping bag and walking towards an intersection 
714	you can see the bottom half of three boy standing on a sidewalk with silly string sprayed everywhere
715	a person is rock climbing between two large rock face 
716	two young girl making upside down cupcake shape in the sand 
717	a man in a baseball cap doe a skateboard jump on a half pipe 
718	a group of girl dancing on a stage 
719	a man is standing at the back of a room with a sticker on his shirt 
720	a man sliding on a concrete bench on his snowboard a people watch
721	a young child is running along a beach 
722	a basketball player in the air about to make a shot 
723	a young toddler boy dance with bubble at an inside play area 
724	six people walking in a parade wearing brightly colored outfit 
725	a person powerwashing stair leading down to a pool 
726	the woman in blue short and a brown vest ha a black dog to the right of her and a dog behind her 
727	people are climbing on a rope bridge that is crossing a stream 
728	a young baby girl wearing a white outfit swinging in a baby swing
729	a woman derssed in a black sweater  glove  hat  and a scarf sits on the beach near a boulder 
730	a small boy and small girl setting up a camera
731	a white dog with a muzzle is running through an uncut field with a fence nearby 
732	a young man parasailing in the ocean 
733	a man playing a piano
734	the man with a long beard and moustache  wearing a hat  sits outside 
735	many people are walking in the city near tall building 
736	greyhound jumping out of the gate at a race 
737	two rider jumping on dirt bike
738	a small child and a small white dog 
739	a the dog swim close  the duck fly away 
740	a person in grey is riding a bike on a brick wall 
741	a man stand over a brown and black dog in the grass 
742	a young boy is caught making a mess of his room 
743	a man leaping into the air with a mountain vista behind him 
744	two dog play together on the grass in front of a small stone well 
745	a little blonde toddler is wading in a baby pool 
746	skiiers walking up the hill through a forest 
747	brown dog chew on bone while laying on the rug 
